"id","weight","height"
4995,67,212
4996,72,166
4997,83,172
4998,56,126
4999,78,224
5000,56,173
5001,78,168
5002,67,185
5003,71,170
5004,80,192
5005,92,228
5006,55,156
5007,79,184
5008,71,202
5009,84,283
5010,86,174
5011,98,119
5012,97,151
5013,56,222
5014,60,199
5015,84,140
5016,68,221
5017,87,297
5018,82,145
5019,95,150
5020,52,124
5021,104,161
5022,82,160
5023,81,152
5024,80,216
5025,72,185
5026,54,192
5027,70,176
5028,84,209
5029,68,190
5030,53,122
5031,80,215
5032,75,167
5033,70,205
5034,71,113
5035,61,186
5036,85,135
5037,73,115
5038,48,201
5039,63,124
5040,94,199
5041,84,174
5042,75,189
5043,74,89
5044,59,116
5045,56,102
5046,64,151
5047,83,228
5048,67,136
5049,52,189
5050,83,210
5051,55,179
5052,83,208
5053,57,245
5054,66,204
5055,75,176
5056,77,150
5057,76,209
5058,41,186
5059,64,166
5060,67,189
5061,72,159
5062,93,214
5063,76,163
5064,58,167
5065,52,177
5066,87,231
5067,54,139
5068,71,186
5069,72,132
5070,58,274
5071,60,190
5072,92,151
5073,81,146
5074,103,171
5075,77,216
5076,63,113
5077,78,177
5078,63,142
5079,63,150
5080,64,193
5081,77,120
5082,65,194
5083,99,115
5084,79,245
5085,50,189
5086,68,172
5087,81,180
5088,65,108
5089,62,194
5090,65,167
5091,64,123
5092,71,145
5093,50,191
5094,58,134
5095,78,193
5096,60,198
5097,50,128
5098,83,172
5099,72,120
5100,69,155
5101,77,150
5102,83,113
5103,34,153
5104,64,173
5105,59,222
5106,58,185
5107,67,189
5108,40,136
5109,85,148
5110,79,182
5111,49,185
5112,65,155
5113,85,170
5114,91,88
5115,72,174
5116,44,195
5117,48,158
5118,63,193
5119,50,180
5120,67,218
5121,48,166
5122,44,190
5123,59,194
5124,78,239
5125,79,241
5126,82,196
5127,84,193
5128,67,217
5129,55,213
5130,75,173
5131,70,163
5132,69,247
5133,15,177
5134,90,173
5135,77,209
5136,61,153
5137,88,163
5138,95,207
5139,67,171
5140,63,173
5141,77,172
5142,60,174
5143,48,154
5144,75,150
5145,102,158
5146,63,173
5147,77,209
5148,87,103
5149,62,212
5150,55,119
5151,75,170
5152,87,177
5153,69,200
5154,89,226
5155,54,252
5156,30,120
5157,63,184
5158,72,174
5159,51,170
5160,72,150
5161,64,132
5162,68,127
5163,71,179
5164,57,193
5165,87,187
5166,87,202
5167,73,190
5168,51,191
5169,69,194
5170,52,188
5171,58,159
5172,80,248
5173,63,200
5174,62,151
5175,66,166
5176,61,180
5177,50,198
5178,59,137
5179,71,87
5180,58,150
5181,69,202
5182,80,149
5183,67,147
5184,89,266
5185,91,144
5186,73,180
5187,63,217
5188,61,180
5189,64,133
5190,70,180
5191,89,200
5192,74,138
5193,52,224
5194,60,180
5195,56,193
5196,66,167
5197,54,234
5198,67,178
5199,78,145
5200,93,207
5201,61,187
5202,103,223
5203,84,175
5204,49,164
5205,64,117
5206,58,168
5207,62,226
5208,61,193
5209,66,184
5210,73,205
5211,72,130
5212,79,132
5213,79,126
5214,63,184
5215,48,175
5216,79,128
5217,81,181
5218,42,191
5219,67,147
5220,54,181
5221,63,228
5222,72,174
5223,73,154
5224,85,199
5225,85,154
5226,83,184
5227,73,139
5228,87,149
5229,43,177
5230,54,204
5231,81,160
5232,47,124
5233,56,185
5234,60,181
5235,74,176
5236,56,163
5237,70,170
5238,62,221
5239,93,224
5240,57,126
5241,63,165
5242,54,193
5243,41,163
5244,74,178
5245,52,127
5246,74,211
5247,60,205
5248,80,230
5249,69,199
5250,81,168
5251,47,217
5252,62,179
5253,54,142
5254,57,187
5255,95,168
5256,59,226
5257,86,179
5258,73,148
5259,65,159
5260,63,161
5261,71,170
5262,47,184
5263,92,164
5264,71,199
5265,88,173
5266,68,214
5267,90,164
5268,35,187
5269,53,163
5270,54,181
5271,46,195
5272,67,116
5273,91,130
5274,97,155
5275,43,188
5276,77,150
5277,91,127
5278,84,135
5279,38,142
5280,59,155
5281,51,165
5282,53,184
5283,93,195
5284,94,170
5285,105,120
5286,87,174
5287,105,208
5288,80,146
5289,66,227
5290,66,180
5291,62,208
5292,69,158
5293,56,235
5294,60,165
5295,47,153
5296,76,188
5297,67,188
5298,70,161
5299,67,152
5300,38,176
5301,65,163
5302,76,150
5303,60,144
5304,85,157
5305,85,251
5306,72,159
5307,111,194
5308,63,183
5309,58,224
5310,79,156
5311,53,198
5312,66,182
5313,61,182
5314,68,197
5315,77,122
5316,83,184
5317,77,169
5318,95,192
5319,77,138
5320,63,162
5321,83,201
5322,79,186
5323,86,137
5324,89,151
5325,66,200
5326,77,205
5327,67,175
5328,52,189
5329,53,187
5330,57,176
5331,53,216
5332,58,216
5333,62,120
5334,81,151
5335,84,217
5336,61,209
5337,53,204
5338,70,123
5339,83,169
5340,64,193
5341,89,162
5342,80,196
5343,90,180
5344,78,97
5345,63,176
5346,85,160
5347,58,156
5348,73,177
5349,88,209
5350,61,231
5351,75,173
5352,76,179
5353,81,179
5354,75,167
5355,48,133
5356,74,149
5357,74,160
5358,55,158
5359,54,133
5360,46,205
5361,95,157
5362,87,144
5363,74,190
5364,57,106
5365,55,149
5366,88,120
5367,97,146
5368,76,153
5369,77,144
5370,62,219
5371,84,199
5372,80,202
5373,104,118
5374,72,183
5375,82,171
5376,71,163
5377,72,157
5378,84,90
5379,65,156
5380,77,170
5381,59,227
5382,56,143
5383,38,200
5384,52,180
5385,56,163
5386,62,166
5387,74,126
5388,80,118
5389,81,182
5390,80,182
5391,72,109
5392,46,107
5393,65,207
5394,63,155
5395,65,212
5396,57,225
5397,58,169
5398,67,158
5399,67,182
5400,65,201
5401,68,138
5402,64,141
5403,59,213
5404,76,198
5405,80,134
5406,67,172
5407,43,144
5408,66,222
5409,57,208
5410,50,163
5411,78,129
5412,87,168
5413,110,191
5414,46,177
5415,28,181
5416,58,146
5417,79,161
5418,87,150
5419,51,146
5420,72,170
5421,32,195
5422,77,168
5423,74,225
5424,74,179
5425,53,144
5426,83,188
5427,80,157
5428,64,142
5429,85,213
5430,63,121
5431,56,116
5432,92,97
5433,65,168
5434,69,150
5435,59,224
5436,77,139
5437,73,137
5438,72,154
5439,52,167
5440,83,185
5441,61,147
5442,75,191
5443,77,195
5444,68,170
5445,77,177
5446,87,189
5447,38,161
5448,49,232
5449,78,126
5450,68,162
5451,36,135
5452,78,141
5453,78,179
5454,72,242
5455,59,152
5456,47,190
5457,71,176
5458,79,215
5459,57,156
5460,77,200
5461,79,151
5462,72,147
5463,72,157
5464,81,113
5465,63,109
5466,75,154
5467,72,182
5468,82,154
5469,59,134
5470,71,105
5471,82,134
5472,71,187
5473,61,176
5474,85,215
5475,90,143
5476,70,222
5477,40,126
5478,59,152
5479,72,154
5480,95,139
5481,53,178
5482,73,208
5483,59,170
5484,81,149
5485,71,193
5486,73,175
5487,64,169
5488,65,167
5489,79,81
5490,76,170
5491,103,188
5492,84,177
5493,93,155
5494,37,201
5495,67,157
5496,64,202
5497,55,189
5498,71,164
5499,74,231
5500,73,166
5501,78,169
5502,47,138
5503,67,210
5504,80,199
5505,63,163
5506,62,158
5507,77,227
5508,81,146
5509,56,209
5510,57,241
5511,85,145
5512,97,202
5513,73,221
5514,75,227
5515,60,225
5516,62,183
5517,84,126
5518,84,217
5519,66,180
5520,62,150
5521,83,186
5522,62,143
5523,45,199
5524,60,209
5525,71,157
5526,83,156
5527,57,119
5528,54,133
5529,48,214
5530,76,230
5531,86,201
5532,50,184
5533,58,182
5534,73,174
5535,85,190
5536,69,173
5537,90,194
5538,65,172
5539,62,123
5540,60,198
5541,68,156
5542,82,182
5543,57,150
5544,97,139
5545,84,222
5546,71,187
5547,75,130
5548,80,172
5549,84,107
5550,66,197
5551,78,180
5552,67,104
5553,74,222
5554,76,181
5555,78,182
5556,83,175
5557,65,169
5558,61,119
5559,74,146
5560,81,143
5561,62,138
5562,30,150
5563,85,220
5564,54,206
5565,50,212
5566,28,119
5567,72,156
5568,61,172
5569,74,182
5570,72,178
5571,55,125
5572,94,203
5573,77,153
5574,59,164
5575,80,199
5576,60,208
5577,66,167
5578,54,197
5579,70,157
5580,68,200
5581,70,209
5582,72,119
5583,61,256
5584,70,191
5585,70,192
5586,62,166
5587,81,180
5588,54,241
5589,54,166
5590,77,187
5591,78,207
5592,85,182
5593,81,127
5594,102,178
5595,81,148
5596,73,142
5597,63,187
5598,64,190
5599,97,160
5600,72,188
5601,75,222
5602,58,176
5603,54,137
5604,61,169
5605,78,198
5606,82,164
5607,93,187
5608,66,197
5609,75,162
5610,78,146
5611,75,175
5612,41,176
5613,53,155
5614,85,138
5615,73,149
5616,85,185
5617,71,171
5618,71,209
5619,64,183
5620,53,188
5621,91,189
5622,71,184
5623,57,192
5624,89,192
5625,56,134
5626,44,205
5627,68,208
5628,70,140
5629,52,201
5630,66,200
5631,74,98
5632,73,222
5633,44,126
5634,79,179
5635,71,200
5636,64,232
5637,79,237
5638,50,244
5639,66,175
5640,95,152
5641,59,222
5642,79,182
5643,64,171
5644,67,121
5645,69,109
5646,73,198
5647,67,210
5648,66,148
5649,62,189
5650,77,181
5651,78,176
5652,70,179
5653,72,154
5654,80,227
5655,60,186
5656,83,179
5657,81,177
5658,47,160
5659,97,179
5660,68,179
5661,78,189
5662,64,213
5663,63,199
5664,48,181
5665,60,153
5666,63,219
5667,54,164
5668,66,117
5669,81,188
5670,57,169
5671,82,133
5672,77,147
5673,92,163
5674,84,171
5675,101,185
5676,36,144
5677,88,158
5678,60,170
5679,84,118
5680,96,167
5681,63,175
5682,63,206
5683,61,133
5684,111,170
5685,75,142
5686,53,175
5687,66,221
5688,80,127
5689,93,136
5690,67,187
5691,58,179
5692,72,173
5693,82,138
5694,64,205
5695,65,135
5696,62,212
5697,54,195
5698,49,94
5699,89,171
5700,78,170
5701,85,155
5702,56,223
5703,62,171
5704,48,154
5705,83,139
5706,87,177
5707,79,239
5708,58,162
5709,42,191
5710,65,212
5711,62,130
5712,80,143
5713,66,157
5714,69,142
5715,77,212
5716,63,230
5717,56,139
5718,54,202
5719,81,152
5720,74,193
5721,31,187
5722,68,219
5723,96,190
5724,73,176
5725,51,169
5726,78,162
5727,88,158
5728,59,149
5729,74,132
5730,77,149
5731,58,120
5732,81,122
5733,68,81
5734,63,178
5735,72,153
5736,80,157
5737,57,203
5738,75,210
5739,61,190
5740,67,155
5741,84,92
5742,56,188
5743,47,178
5744,55,244
5745,56,208
5746,61,176
5747,68,152
5748,47,155
5749,82,172
5750,84,175
5751,80,142
5752,76,124
5753,58,138
5754,62,179
5755,82,158
5756,66,171
5757,58,209
5758,70,162
5759,53,147
5760,98,184
5761,79,176
5762,57,174
5763,76,204
5764,20,133
5765,71,113
5766,83,168
5767,68,221
5768,92,167
5769,70,217
5770,79,137
5771,91,224
5772,79,149
5773,75,141
5774,86,208
5775,72,186
5776,57,221
5777,54,172
5778,76,133
5779,53,151
5780,46,211
5781,58,127
5782,51,148
5783,81,191
5784,66,150
5785,34,209
5786,75,141
5787,84,158
5788,62,162
5789,49,262
5790,102,199
5791,57,150
5792,85,116
5793,73,182
5794,63,139
5795,69,174
5796,87,153
5797,75,178
5798,65,140
5799,76,204
5800,100,223
5801,58,192
5802,45,181
5803,78,165
5804,68,154
5805,53,175
5806,58,178
5807,48,197
5808,76,179
5809,74,165
5810,76,157
5811,81,165
5812,73,174
5813,87,203
5814,59,199
5815,77,186
5816,72,198
5817,87,169
5818,86,166
5819,44,204
5820,75,170
5821,68,220
5822,72,172
5823,88,154
5824,65,156
5825,63,155
5826,60,197
5827,50,248
5828,72,227
5829,74,165
5830,52,183
5831,75,190
5832,61,115
5833,62,182
5834,66,173
5835,76,172
5836,72,179
5837,49,170
5838,66,190
5839,63,211
5840,74,137
5841,54,140
5842,76,156
5843,78,227
5844,68,192
5845,77,140
5846,67,165
5847,87,107
5848,82,165
5849,67,121
5850,79,89
5851,64,182
5852,77,173
5853,61,165
5854,43,201
5855,68,113
5856,82,145
5857,64,154
5858,82,211
5859,54,189
5860,65,181
5861,56,129
5862,72,202
5863,92,204
5864,54,145
5865,92,197
5866,70,193
5867,55,268
5868,76,180
5869,56,156
5870,71,211
5871,83,151
5872,64,155
5873,79,179
5874,70,222
5875,80,187
5876,60,128
5877,82,179
5878,66,143
5879,48,121
5880,67,221
5881,79,251
5882,72,199
5883,63,144
5884,45,182
5885,63,164
5886,63,197
5887,46,122
5888,63,138
5889,75,162
5890,54,160
5891,68,154
5892,85,186
5893,63,142
5894,61,218
5895,66,191
5896,45,168
5897,74,233
5898,81,140
5899,81,117
5900,65,219
5901,59,198
5902,72,210
5903,86,188
5904,67,214
5905,61,174
5906,70,144
5907,62,180
5908,73,138
5909,97,211
5910,79,226
5911,65,151
5912,55,210
5913,57,136
5914,64,164
5915,87,172
5916,56,135
5917,80,199
5918,59,171
5919,83,199
5920,61,134
5921,69,219
5922,74,162
5923,86,201
5924,76,205
5925,90,173
5926,76,147
5927,55,254
5928,78,214
5929,73,180
5930,84,204
5931,57,139
5932,78,100
5933,82,172
5934,74,244
5935,57,209
5936,75,244
5937,64,156
5938,78,179
5939,87,97
5940,68,103
5941,65,163
5942,86,200
5943,62,196
5944,81,168
5945,58,183
5946,60,153
5947,68,228
5948,47,171
5949,76,146
5950,83,145
5951,85,175
5952,67,200
5953,91,146
5954,63,148
5955,61,171
5956,57,215
5957,24,130
5958,62,190
5959,47,166
5960,71,165
5961,62,167
5962,83,192
5963,48,146
5964,63,179
5965,75,122
5966,67,177
5967,59,113
5968,72,192
5969,68,173
5970,55,235
5971,67,197
5972,41,139
5973,55,170
5974,49,219
5975,41,211
5976,71,195
5977,69,178
5978,77,128
5979,71,213
5980,87,205
5981,61,157
5982,38,157
5983,68,216
5984,58,139
5985,77,154
5986,69,215
5987,68,157
5988,89,105
5989,67,186
5990,53,246
5991,90,149
5992,58,208
5993,66,226
5994,59,188
5995,97,195
5996,51,231
5997,67,160
5998,62,138
5999,88,142
6000,66,203
6001,81,157
6002,79,146
6003,61,160
6004,99,165
6005,75,121
6006,77,213
6007,91,195
6008,59,158
6009,80,141
6010,92,167
6011,63,212
6012,39,151
6013,75,178
6014,61,140
6015,81,241
6016,58,176
6017,61,206
6018,88,174
6019,60,148
6020,70,148
6021,63,203
6022,81,211
6023,53,159
6024,75,181
6025,84,225
6026,46,218
6027,58,188
6028,80,193
6029,78,185
6030,61,184
6031,89,163
6032,59,182
6033,55,212
6034,84,189
6035,77,252
6036,69,213
6037,114,205
6038,59,177
6039,51,110
6040,71,172
6041,53,197
6042,84,224
6043,63,158
6044,59,139
6045,54,240
6046,61,173
6047,62,233
6048,56,105
6049,72,122
6050,74,223
6051,66,244
6052,38,194
6053,75,171
6054,59,171
6055,58,212
6056,53,198
6057,67,189
6058,49,178
6059,58,223
6060,72,182
6061,78,229
6062,73,243
6063,81,200
6064,69,177
6065,90,149
6066,79,189
6067,74,186
6068,74,219
6069,63,156
6070,79,137
6071,83,188
6072,73,195
6073,65,106
6074,84,185
6075,75,213
6076,69,161
6077,78,181
6078,77,171
6079,68,154
6080,73,203
6081,77,167
6082,99,153
6083,74,193
6084,43,217
6085,74,180
6086,61,148
6087,77,208
6088,58,173
6089,69,142
6090,76,186
6091,84,211
6092,89,170
6093,70,151
6094,78,127
6095,50,257
6096,79,164
6097,61,203
6098,38,211
6099,64,178
6100,62,144
6101,65,139
6102,83,223
6103,87,170
6104,63,222
6105,72,229
6106,69,147
6107,96,173
6108,79,145
6109,74,160
6110,62,304
6111,73,248
6112,84,147
6113,78,203
6114,44,216
6115,71,153
6116,81,222
6117,59,177
6118,91,200
6119,75,182
6120,73,158
6121,56,197
6122,39,186
6123,50,209
6124,44,198
6125,68,214
6126,77,149
6127,92,154
6128,76,188
6129,89,201
6130,68,128
6131,72,193
6132,77,169
6133,65,121
6134,78,155
6135,57,124
6136,99,141
6137,63,180
6138,75,175
6139,87,209
6140,60,189
6141,73,165
6142,67,179
6143,75,216
6144,80,160
6145,78,172
6146,85,123
6147,78,206
6148,62,198
6149,84,170
6150,43,184
6151,64,164
6152,63,163
6153,73,211
6154,58,210
6155,52,234
6156,74,153
6157,67,159
6158,53,167
6159,95,179
6160,87,223
6161,78,127
6162,83,174
6163,85,131
6164,92,151
6165,69,154
6166,84,176
6167,82,133
6168,75,115
6169,64,180
6170,90,203
6171,63,137
6172,62,132
6173,79,147
6174,66,164
6175,43,124
6176,63,204
6177,73,125
6178,66,161
6179,57,221
6180,81,233
6181,86,225
6182,61,158
6183,70,140
6184,85,147
6185,52,168
6186,36,175
6187,42,218
6188,46,121
6189,67,207
6190,53,216
6191,64,221
6192,58,196
6193,79,162
6194,97,214
6195,75,144
6196,73,180
6197,47,142
6198,36,123
6199,77,137
6200,52,183
6201,73,164
6202,74,161
6203,75,180
6204,58,134
6205,90,141
6206,60,198
6207,82,159
6208,80,156
6209,68,193
6210,71,212
6211,50,180
6212,71,173
6213,73,121
6214,68,154
6215,63,178
6216,76,206
6217,97,173
6218,66,210
6219,62,188
6220,87,150
6221,76,122
6222,62,164
6223,71,168
6224,56,115
6225,80,176
6226,44,184
6227,62,211
6228,58,157
6229,52,122
6230,66,106
6231,51,242
6232,65,139
6233,64,166
6234,70,200
6235,83,180
6236,67,154
6237,62,158
6238,58,211
6239,76,175
6240,71,191
6241,103,164
6242,59,182
6243,67,127
6244,78,168
6245,44,179
6246,56,184
6247,69,211
6248,65,189
6249,51,124
6250,72,204
6251,77,201
6252,69,229
6253,89,194
6254,91,168
6255,78,202
6256,40,195
6257,62,208
6258,80,179
6259,59,219
6260,49,186
6261,62,142
6262,51,157
6263,72,122
6264,90,200
6265,76,175
6266,63,159
6267,82,138
6268,72,177
6269,56,223
6270,72,158
6271,59,176
6272,84,177
6273,74,154
6274,80,165
6275,58,165
6276,82,177
6277,86,261
6278,46,199
6279,54,200
6280,83,181
6281,54,191
6282,73,163
6283,80,161
6284,65,163
6285,75,192
6286,74,175
6287,75,173
6288,99,178
6289,75,127
6290,48,100
6291,76,170
6292,64,205
6293,64,212
6294,83,186
6295,64,125
6296,83,188
6297,93,169
6298,76,128
6299,70,229
6300,81,172
6301,66,169
6302,77,145
6303,83,178
6304,79,165
6305,86,135
6306,61,156
6307,112,193
6308,69,147
6309,64,162
6310,81,144
6311,78,226
6312,53,132
6313,68,184
6314,53,180
6315,70,105
6316,68,159
6317,77,241
6318,57,207
6319,68,151
6320,68,153
6321,55,200
6322,66,129
6323,77,150
6324,61,171
6325,75,182
6326,37,210
6327,55,140
6328,53,185
6329,72,248
6330,60,126
6331,62,219
6332,80,142
6333,83,193
6334,55,243
6335,78,191
6336,69,183
6337,95,231
6338,82,193
6339,66,114
6340,95,181
6341,76,151
6342,73,137
6343,66,152
6344,69,154
6345,57,133
6346,99,145
6347,90,185
6348,78,158
6349,77,190
6350,77,159
6351,56,190
6352,70,193
6353,78,138
6354,61,148
6355,73,220
6356,60,157
6357,66,197
6358,60,169
6359,45,169
6360,71,141
6361,55,94
6362,94,244
6363,80,216
6364,66,172
6365,79,169
6366,68,215
6367,72,176
6368,55,181
6369,91,185
6370,54,151
6371,52,163
6372,54,180
6373,85,176
6374,77,209
6375,69,157
6376,48,187
6377,78,136
6378,60,145
6379,83,97
6380,46,182
6381,52,222
6382,45,168
6383,67,204
6384,61,215
6385,71,168
6386,67,159
6387,39,206
6388,66,186
6389,90,175
6390,67,143
6391,72,125
6392,60,141
6393,76,152
6394,65,145
6395,83,169
6396,60,134
6397,75,189
6398,64,163
6399,74,214
6400,59,135
6401,72,218
6402,85,106
6403,73,192
6404,31,130
6405,66,178
6406,67,193
6407,62,115
6408,54,170
6409,65,184
6410,55,207
6411,81,211
6412,63,199
6413,61,187
6414,101,197
6415,80,193
6416,58,215
6417,84,168
6418,58,171
6419,46,160
6420,41,145
6421,90,154
6422,47,184
6423,69,241
6424,70,161
6425,84,214
6426,58,184
6427,76,152
6428,54,162
6429,64,179
6430,61,125
6431,81,149
6432,58,222
6433,61,201
6434,67,148
6435,76,237
6436,79,207
6437,55,164
6438,78,129
6439,63,211
6440,58,119
6441,90,135
6442,82,152
6443,81,206
6444,62,240
6445,77,181
6446,62,138
6447,86,224
6448,74,158
6449,102,189
6450,79,160
6451,54,202
6452,84,151
6453,75,95
6454,64,230
6455,82,103
6456,73,177
6457,65,172
6458,35,170
6459,89,189
6460,51,200
6461,69,203
6462,86,180
6463,94,192
6464,78,228
6465,68,201
6466,59,170
6467,78,159
6468,48,222
6469,84,176
6470,66,134
6471,73,155
6472,63,183
6473,82,144
6474,61,197
6475,59,260
6476,58,158
6477,71,252
6478,98,170
6479,51,135
6480,80,181
6481,56,167
6482,54,133
6483,64,192
6484,72,147
6485,97,135
6486,59,224
6487,45,142
6488,63,147
6489,101,172
6490,67,188
6491,82,243
6492,81,164
6493,68,170
6494,52,158
6495,78,202
6496,65,167
6497,70,129
6498,64,193
6499,49,145
6500,76,234
6501,66,182
6502,51,132
6503,42,200
6504,70,174
6505,46,191
6506,75,201
6507,81,113
6508,48,170
6509,68,205
6510,71,165
6511,75,99
6512,81,182
6513,65,97
6514,84,143
6515,84,159
6516,57,190
6517,78,217
6518,77,120
6519,78,217
6520,69,201
6521,46,117
6522,47,155
6523,54,106
6524,56,161
6525,74,173
6526,77,204
6527,95,190
6528,59,172
6529,66,172
6530,73,194
6531,88,110
6532,85,181
6533,55,216
6534,68,225
6535,64,167
6536,63,206
6537,65,149
6538,75,111
6539,85,178
6540,84,176
6541,84,176
6542,66,156
6543,44,188
6544,80,190
6545,72,174
6546,73,159
6547,71,170
6548,80,177
6549,32,216
6550,70,167
6551,50,216
6552,91,248
6553,51,173
6554,89,154
6555,56,149
6556,96,114
6557,89,167
6558,73,152
6559,51,125
6560,71,219
6561,50,158
6562,70,126
6563,56,190
6564,65,196
6565,54,162
6566,79,163
6567,52,172
6568,78,181
6569,66,150
6570,57,219
6571,59,133
6572,53,146
6573,64,156
6574,84,188
6575,87,208
6576,62,193
6577,88,158
6578,78,202
6579,96,193
6580,68,135
6581,63,163
6582,76,201
6583,97,106
6584,85,179
6585,81,164
6586,61,219
6587,54,171
6588,60,178
6589,38,192
6590,54,178
6591,73,204
6592,72,205
6593,77,166
6594,88,159
6595,62,129
6596,63,123
6597,80,205
6598,80,77
6599,79,151
6600,73,215
6601,72,183
6602,97,256
6603,56,182
6604,43,184
6605,89,146
6606,65,175
6607,79,156
6608,68,206
6609,79,225
6610,100,206
6611,81,197
6612,73,202
6613,44,177
6614,59,150
6615,75,209
6616,66,179
6617,81,200
6618,84,136
6619,45,208
6620,56,165
6621,75,204
6622,84,139
6623,106,158
6624,76,185
6625,59,178
6626,49,175
6627,52,189
6628,77,149
6629,52,158
6630,62,187
6631,64,175
6632,67,164
6633,47,151
6634,71,207
6635,65,199
6636,77,165
6637,74,195
6638,60,178
6639,83,135
6640,79,114
6641,73,181
6642,92,201
6643,81,118
6644,79,223
6645,85,194
6646,63,209
6647,76,155
6648,62,201
6649,49,231
6650,74,141
6651,86,126
6652,63,208
6653,57,213
6654,43,166
6655,70,165
6656,85,179
6657,47,226
6658,71,189
6659,75,124
6660,70,155
6661,85,183
6662,73,232
6663,65,201
6664,74,203
6665,59,204
6666,77,157
6667,56,128
6668,78,200
6669,97,193
6670,58,168
6671,85,140
6672,69,132
6673,76,203
6674,43,161
6675,75,128
6676,66,196
6677,87,86
6678,83,211
6679,65,166
6680,85,155
6681,69,226
6682,70,205
6683,71,191
6684,67,182
6685,72,134
6686,78,228
6687,74,160
6688,67,127
6689,81,202
6690,70,180
6691,79,113
6692,44,177
6693,56,153
6694,62,217
6695,46,137
6696,42,175
6697,63,157
6698,62,197
6699,48,156
6700,79,198
6701,74,181
6702,73,221
6703,69,220
6704,82,159
6705,68,189
6706,75,175
6707,95,161
6708,46,167
6709,69,158
6710,60,158
6711,63,157
6712,25,165
6713,80,212
6714,80,157
6715,74,208
6716,85,170
6717,63,170
6718,92,137
6719,56,198
6720,62,161
6721,80,169
6722,85,262
6723,88,140
6724,75,189
6725,60,171
6726,53,115
6727,40,175
6728,76,95
6729,81,206
6730,78,199
6731,73,138
6732,93,206
6733,91,124
6734,61,204
6735,88,176
6736,54,196
6737,81,209
6738,48,146
6739,69,183
6740,81,222
6741,75,157
6742,62,186
6743,57,198
6744,57,169
6745,64,158
6746,66,140
6747,64,227
6748,79,167
6749,58,144
6750,69,147
6751,58,217
6752,63,177
6753,60,246
6754,67,165
6755,76,142
6756,69,138
6757,88,175
6758,86,189
6759,83,214
6760,45,239
6761,55,154
6762,111,203
6763,54,177
6764,54,141
6765,98,197
6766,44,165
6767,79,182
6768,65,157
6769,56,133
6770,63,176
6771,52,147
6772,65,117
6773,80,138
6774,42,180
6775,67,164
6776,62,143
6777,60,168
6778,96,171
6779,68,164
6780,63,167
6781,58,190
6782,59,185
6783,78,172
6784,99,192
6785,44,219
6786,63,100
6787,77,142
6788,48,147
6789,55,206
6790,76,196
6791,82,132
6792,72,213
6793,65,130
6794,55,156
6795,46,171
6796,33,242
6797,50,200
6798,58,219
6799,81,231
6800,61,234
6801,66,231
6802,39,166
6803,74,241
6804,41,203
6805,59,158
6806,83,142
6807,51,168
6808,89,162
6809,71,146
6810,58,202
6811,49,158
6812,96,161
6813,58,197
6814,70,181
6815,66,106
6816,49,201
6817,86,191
6818,88,181
6819,85,172
6820,71,204
6821,58,197
6822,86,150
6823,44,153
6824,61,245
6825,75,210
6826,52,176
6827,69,193
6828,78,153
6829,88,168
6830,68,159
6831,90,178
6832,70,188
6833,74,174
6834,76,167
6835,82,184
6836,63,188
6837,69,134
6838,98,227
6839,55,143
6840,67,169
6841,43,140
6842,49,135
6843,78,177
6844,70,178
6845,75,210
6846,62,188
6847,44,140
6848,47,169
6849,93,185
6850,76,185
6851,73,161
6852,68,177
6853,42,187
6854,80,116
6855,70,161
6856,74,198
6857,76,179
6858,59,191
6859,79,121
6860,89,180
6861,68,164
6862,66,168
6863,90,158
6864,65,168
6865,68,153
6866,55,121
6867,65,172
6868,59,183
6869,81,210
6870,80,191
6871,92,202
6872,83,218
6873,82,211
6874,62,202
6875,80,185
6876,78,152
6877,64,195
6878,76,186
6879,60,173
6880,55,227
6881,101,158
6882,61,174
6883,85,153
6884,69,160
6885,86,147
6886,75,192
6887,74,122
6888,63,156
6889,84,205
6890,60,181
6891,54,239
6892,72,154
6893,53,158
6894,68,124
6895,77,162
6896,70,147
6897,60,161
6898,81,149
6899,90,242
6900,71,162
6901,74,222
6902,51,229
6903,56,162
6904,51,156
6905,60,176
6906,59,132
6907,80,186
6908,57,141
6909,101,182
6910,70,120
6911,87,216
6912,76,210
6913,67,202
6914,90,191
6915,69,211
6916,53,222
6917,65,236
6918,93,191
6919,66,233
6920,69,152
6921,61,103
6922,80,131
6923,62,188
6924,74,181
6925,82,184
6926,48,215
6927,56,137
6928,72,140
6929,64,177
6930,70,104
6931,107,174
6932,81,196
6933,92,160
6934,61,189
6935,67,189
6936,82,200
6937,73,195
6938,52,219
6939,67,176
6940,45,149
6941,93,161
6942,50,174
6943,72,199
6944,66,188
6945,69,140
6946,86,168
6947,50,171
6948,80,207
6949,91,148
6950,67,257
6951,42,160
6952,58,181
6953,83,177
6954,48,164
6955,73,201
6956,70,216
6957,83,156
6958,70,178
6959,58,133
6960,59,188
6961,67,190
6962,66,156
6963,63,181
6964,81,186
6965,68,176
6966,89,179
6967,79,196
6968,59,163
6969,82,207
6970,75,129
6971,71,187
6972,83,205
6973,86,175
6974,52,212
6975,82,181
6976,87,156
6977,78,206
6978,81,148
6979,74,140
6980,90,113
6981,61,238
6982,65,211
6983,78,168
6984,60,207
6985,52,232
6986,65,138
6987,93,181
6988,61,167
6989,87,212
6990,48,116
6991,91,190
6992,60,202
