"id","weight","height","gender"
5867,42,132,"Female"
5868,81,168,"Female"
5869,56,194,"Male"
5870,67,221,"Female"
5871,81,194,"Male"
5872,50,157,"Female"
5873,66,90,"Male"
5874,112,208,"Female"
5875,67,174,"Female"
5876,75,125,"Female"
5877,68,177,"Male"
5878,65,167,"Male"
5879,67,164,"Female"
5880,59,141,"Female"
5881,76,111,"Female"
5882,75,201,"Male"
5883,69,138,"Female"
5884,72,152,"Female"
5885,82,163,"Female"
5886,56,161,"Female"
5887,49,236,"Male"
5888,70,106,"Male"
5889,64,171,"Female"
5890,73,140,"Male"
5891,79,222,"Male"
5892,78,148,"Male"
5893,50,169,"Male"
5894,62,184,"Female"
5895,84,209,"Female"
5896,75,254,"Male"
5897,98,178,"Female"
5898,72,228,"Female"
5899,78,225,"Male"
5900,80,202,"Female"
5901,54,187,"Female"
5902,86,202,"Female"
5903,72,190,"Female"
5904,70,179,"Female"
5905,68,234,"Male"
5906,81,198,"Male"
5907,62,217,"Male"
5908,66,186,"Male"
5909,52,142,"Female"
5910,79,176,"Male"
5911,63,169,"Female"
5912,57,221,"Male"
5913,74,167,"Female"
5914,69,132,"Female"
5915,78,186,"Male"
5916,69,144,"Male"
5917,81,209,"Male"
5918,70,191,"Female"
5919,84,187,"Female"
5920,67,191,"Female"
5921,71,219,"Female"
5922,77,162,"Male"
5923,43,203,"Female"
5924,87,196,"Female"
5925,60,211,"Male"
5926,68,188,"Male"
5927,68,190,"Female"
5928,90,133,"Male"
5929,90,161,"Male"
5930,75,104,"Female"
5931,79,182,"Female"
5932,66,192,"Male"
5933,64,154,"Male"
5934,80,157,"Male"
5935,64,163,"Male"
5936,52,176,"Female"
5937,58,141,"Female"
5938,87,229,"Female"
5939,91,163,"Female"
5940,81,252,"Female"
5941,84,196,"Male"
5942,78,162,"Male"
5943,66,236,"Female"
5944,74,148,"Male"
5945,93,223,"Female"
5946,81,118,"Male"
5947,62,199,"Male"
5948,96,162,"Female"
5949,61,150,"Male"
5950,72,178,"Female"
5951,78,145,"Female"
5952,94,191,"Male"
5953,71,190,"Female"
5954,91,147,"Female"
5955,82,143,"Female"
5956,65,155,"Male"
5957,72,154,"Female"
5958,65,201,"Female"
5959,59,165,"Male"
5960,72,95,"Male"
5961,68,170,"Male"
5962,70,209,"Male"
5963,62,184,"Female"
5964,48,107,"Male"
5965,44,157,"Male"
5966,51,157,"Female"
5967,75,213,"Female"
5968,50,162,"Female"
5969,66,127,"Male"
5970,47,217,"Male"
5971,49,223,"Male"
5972,86,161,"Female"
5973,78,164,"Male"
5974,57,185,"Female"
5975,74,186,"Male"
5976,71,222,"Female"
5977,73,220,"Male"
5978,70,205,"Female"
5979,76,83,"Female"
5980,80,121,"Female"
5981,54,220,"Male"
5982,74,139,"Female"
5983,79,180,"Female"
5984,48,206,"Female"
5985,76,109,"Male"
5986,65,126,"Male"
5987,78,222,"Female"
5988,50,137,"Female"
5989,83,99,"Female"
5990,71,139,"Female"
5991,49,93,"Female"
5992,62,209,"Female"
5993,87,157,"Female"
5994,54,191,"Female"
5995,89,154,"Female"
5996,56,261,"Male"
5997,64,163,"Male"
5998,83,102,"Female"
5999,71,139,"Female"
6000,72,235,"Male"
6001,72,163,"Female"
6002,78,152,"Male"
6003,63,239,"Male"
6004,59,211,"Female"
6005,76,184,"Male"
6006,65,166,"Female"
6007,62,182,"Female"
6008,61,227,"Female"
6009,78,169,"Male"
6010,63,73,"Female"
6011,60,204,"Male"
6012,84,151,"Male"
6013,75,177,"Male"
6014,69,202,"Male"
6015,80,176,"Female"
6016,84,182,"Female"
6017,75,165,"Male"
6018,72,170,"Female"
6019,77,204,"Female"
6020,70,166,"Male"
6021,59,200,"Male"
6022,59,193,"Female"
6023,68,130,"Female"
6024,85,163,"Male"
6025,62,210,"Female"
6026,57,182,"Female"
6027,57,211,"Male"
6028,53,195,"Female"
6029,68,185,"Female"
6030,72,123,"Male"
6031,50,175,"Female"
6032,63,179,"Male"
6033,43,224,"Female"
6034,62,185,"Male"
6035,61,197,"Female"
6036,67,200,"Female"
6037,82,148,"Female"
6038,74,238,"Male"
6039,91,164,"Male"
6040,88,239,"Male"
6041,94,137,"Female"
6042,53,155,"Female"
6043,76,177,"Female"
6044,63,173,"Male"
6045,49,125,"Female"
6046,82,189,"Male"
6047,54,198,"Male"
6048,75,177,"Female"
6049,86,101,"Female"
6050,66,223,"Female"
6051,81,169,"Female"
6052,56,182,"Male"
6053,73,161,"Female"
6054,58,164,"Male"
6055,50,197,"Male"
6056,88,190,"Male"
6057,96,173,"Male"
6058,47,172,"Female"
6059,72,201,"Female"
6060,73,182,"Male"
6061,78,115,"Female"
6062,57,185,"Male"
6063,86,221,"Female"
6064,83,185,"Female"
6065,94,165,"Female"
6066,87,178,"Female"
6067,76,155,"Female"
6068,95,164,"Male"
6069,92,177,"Male"
6070,93,148,"Male"
6071,103,127,"Female"
6072,61,256,"Male"
6073,62,156,"Female"
6074,69,198,"Female"
6075,85,218,"Female"
6076,85,180,"Male"
6077,64,205,"Female"
6078,45,209,"Female"
6079,66,207,"Female"
6080,63,186,"Female"
6081,65,146,"Male"
6082,71,187,"Female"
6083,57,219,"Male"
6084,55,163,"Female"
6085,63,175,"Male"
6086,58,154,"Male"
6087,70,167,"Male"
6088,66,174,"Female"
6089,34,232,"Male"
6090,90,229,"Male"
6091,81,179,"Male"
6092,62,161,"Male"
6093,76,154,"Female"
6094,63,232,"Female"
6095,74,185,"Female"
6096,70,239,"Female"
6097,80,82,"Female"
6098,58,192,"Male"
6099,53,145,"Female"
6100,87,206,"Male"
6101,62,189,"Male"
6102,66,215,"Male"
6103,82,197,"Female"
6104,37,182,"Male"
6105,99,157,"Female"
6106,57,144,"Male"
6107,97,219,"Male"
6108,74,179,"Male"
6109,33,184,"Female"
6110,67,164,"Female"
6111,75,140,"Female"
6112,80,167,"Male"
6113,69,139,"Male"
6114,42,169,"Female"
6115,70,126,"Female"
6116,42,179,"Male"
6117,76,140,"Female"
6118,58,205,"Male"
6119,56,148,"Female"
6120,62,124,"Male"
6121,86,182,"Male"
6122,69,171,"Female"
6123,64,194,"Female"
6124,65,214,"Female"
6125,65,163,"Male"
6126,49,143,"Male"
6127,76,192,"Female"
6128,56,184,"Female"
6129,80,174,"Female"
6130,67,214,"Male"
6131,81,193,"Female"
6132,45,184,"Male"
6133,62,124,"Female"
6134,73,236,"Female"
6135,65,234,"Female"
6136,70,204,"Male"
6137,58,108,"Female"
6138,67,152,"Male"
6139,75,177,"Female"
6140,70,169,"Female"
6141,102,197,"Female"
6142,60,191,"Female"
6143,58,212,"Female"
6144,65,129,"Female"
6145,81,165,"Female"
6146,77,185,"Female"
6147,41,215,"Female"
6148,82,147,"Female"
6149,90,146,"Female"
6150,54,201,"Female"
6151,90,171,"Female"
6152,85,177,"Male"
6153,67,179,"Male"
6154,82,204,"Female"
6155,76,198,"Male"
6156,47,144,"Male"
6157,79,175,"Male"
6158,62,174,"Male"
6159,71,124,"Female"
6160,76,156,"Female"
6161,103,168,"Male"
6162,89,126,"Female"
6163,53,190,"Male"
6164,38,205,"Female"
6165,78,166,"Female"
6166,84,207,"Female"
6167,66,176,"Male"
6168,56,207,"Male"
6169,68,130,"Male"
6170,49,227,"Female"
6171,69,172,"Male"
6172,59,178,"Male"
6173,56,149,"Female"
6174,90,182,"Male"
6175,41,188,"Female"
6176,85,171,"Female"
6177,63,229,"Female"
6178,72,191,"Female"
6179,80,151,"Male"
6180,105,181,"Female"
6181,95,163,"Male"
6182,70,181,"Female"
6183,83,130,"Male"
6184,81,220,"Female"
6185,78,228,"Female"
6186,55,197,"Male"
6187,75,161,"Male"
6188,58,236,"Male"
6189,67,203,"Male"
6190,85,152,"Female"
6191,74,203,"Male"
6192,104,234,"Female"
6193,74,166,"Male"
6194,102,186,"Male"
6195,72,132,"Female"
6196,39,197,"Male"
6197,85,191,"Female"
6198,68,208,"Female"
6199,64,187,"Male"
6200,92,225,"Male"
6201,76,147,"Male"
6202,72,155,"Male"
6203,50,143,"Male"
6204,72,201,"Female"
6205,94,193,"Female"
6206,69,142,"Male"
6207,47,188,"Male"
6208,74,188,"Male"
6209,82,155,"Male"
6210,46,210,"Male"
6211,77,179,"Male"
6212,43,158,"Male"
6213,79,142,"Female"
6214,60,208,"Female"
6215,40,140,"Female"
6216,44,152,"Female"
6217,78,140,"Male"
6218,83,166,"Female"
6219,107,207,"Female"
6220,61,163,"Male"
6221,74,160,"Female"
6222,68,184,"Male"
6223,78,146,"Male"
6224,87,174,"Male"
6225,96,193,"Female"
6226,52,185,"Male"
6227,66,112,"Female"
6228,57,173,"Female"
6229,72,150,"Male"
6230,71,139,"Male"
6231,81,188,"Female"
6232,62,198,"Female"
6233,82,178,"Male"
6234,75,170,"Male"
6235,81,179,"Male"
6236,73,187,"Female"
6237,65,179,"Male"
6238,79,166,"Female"
6239,65,148,"Female"
6240,82,203,"Female"
6241,52,124,"Female"
6242,77,144,"Male"
6243,64,135,"Female"
6244,64,148,"Male"
6245,56,182,"Male"
6246,50,206,"Female"
6247,48,211,"Female"
6248,78,157,"Male"
6249,47,159,"Male"
6250,78,177,"Female"
6251,60,139,"Male"
6252,107,168,"Female"
6253,57,126,"Male"
6254,51,146,"Female"
6255,78,143,"Male"
6256,85,206,"Female"
6257,76,171,"Female"
6258,64,198,"Male"
6259,68,187,"Male"
6260,99,207,"Female"
6261,71,159,"Female"
6262,74,162,"Male"
6263,51,183,"Male"
6264,55,197,"Male"
6265,58,141,"Male"
6266,90,176,"Male"
6267,68,136,"Male"
6268,75,263,"Female"
6269,39,200,"Male"
6270,73,187,"Female"
6271,77,208,"Female"
6272,83,206,"Male"
6273,66,151,"Male"
6274,58,146,"Male"
6275,74,175,"Male"
6276,63,169,"Male"
6277,43,197,"Female"
6278,65,150,"Female"
6279,64,189,"Male"
6280,61,204,"Female"
6281,76,129,"Male"
6282,57,218,"Male"
6283,54,114,"Male"
6284,86,202,"Male"
6285,58,194,"Female"
6286,75,175,"Male"
6287,74,209,"Male"
6288,50,185,"Male"
6289,56,162,"Female"
6290,88,206,"Male"
6291,78,158,"Female"
6292,74,162,"Male"
6293,47,200,"Male"
6294,79,129,"Male"
6295,60,217,"Female"
6296,75,183,"Male"
6297,66,141,"Female"
6298,34,163,"Male"
6299,95,154,"Male"
6300,62,214,"Female"
6301,81,153,"Female"
6302,59,159,"Female"
6303,47,173,"Female"
6304,70,204,"Male"
6305,67,195,"Male"
6306,109,162,"Male"
6307,84,157,"Male"
6308,75,253,"Female"
6309,68,155,"Female"
6310,63,191,"Female"
6311,54,125,"Female"
6312,85,211,"Male"
6313,46,192,"Female"
6314,59,171,"Male"
6315,86,206,"Female"
6316,54,163,"Female"
6317,77,110,"Male"
6318,83,269,"Female"
6319,86,258,"Female"
6320,69,171,"Female"
6321,87,152,"Female"
6322,67,214,"Female"
6323,69,170,"Male"
6324,65,195,"Female"
6325,49,160,"Female"
6326,62,207,"Female"
6327,78,140,"Female"
6328,80,162,"Male"
6329,57,235,"Female"
6330,62,163,"Male"
6331,66,175,"Female"
6332,54,143,"Male"
6333,66,172,"Female"
6334,80,157,"Male"
6335,64,186,"Female"
6336,63,185,"Male"
6337,86,160,"Female"
6338,89,173,"Male"
6339,88,187,"Female"
6340,68,144,"Male"
6341,72,160,"Female"
6342,43,154,"Female"
6343,81,243,"Female"
6344,67,168,"Male"
6345,38,167,"Female"
6346,59,213,"Male"
6347,81,192,"Male"
6348,81,148,"Female"
6349,80,188,"Male"
6350,78,164,"Male"
6351,68,179,"Female"
6352,64,152,"Female"
6353,32,195,"Female"
6354,58,181,"Male"
6355,49,139,"Female"
6356,63,200,"Male"
6357,73,229,"Female"
6358,81,184,"Female"
6359,77,125,"Male"
6360,77,228,"Female"
6361,69,169,"Male"
6362,63,142,"Male"
6363,73,196,"Male"
6364,77,206,"Male"
6365,53,115,"Female"
6366,84,111,"Female"
6367,81,194,"Female"
6368,68,246,"Male"
6369,78,191,"Male"
6370,64,148,"Male"
6371,78,165,"Male"
6372,81,178,"Male"
6373,65,144,"Female"
6374,73,171,"Female"
6375,45,150,"Female"
6376,62,170,"Male"
6377,74,218,"Female"
6378,71,203,"Male"
6379,81,121,"Female"
6380,99,127,"Female"
6381,90,217,"Female"
6382,72,174,"Female"
6383,56,189,"Female"
6384,85,217,"Male"
6385,83,262,"Female"
6386,73,199,"Male"
6387,62,167,"Female"
6388,83,231,"Female"
6389,89,201,"Female"
6390,53,198,"Male"
6391,70,142,"Male"
6392,54,146,"Male"
6393,89,132,"Male"
6394,100,255,"Male"
6395,57,160,"Male"
6396,60,161,"Female"
6397,58,211,"Female"
6398,64,217,"Female"
6399,62,166,"Male"
6400,73,203,"Female"
6401,68,206,"Female"
6402,79,204,"Male"
6403,69,176,"Male"
6404,75,152,"Female"
6405,105,177,"Female"
6406,75,234,"Male"
6407,76,151,"Female"
6408,92,182,"Female"
6409,36,169,"Female"
6410,84,264,"Male"
6411,64,159,"Female"
6412,71,144,"Female"
6413,56,194,"Female"
6414,69,185,"Female"
6415,61,199,"Female"
6416,100,148,"Female"
6417,82,116,"Female"
6418,65,180,"Male"
6419,79,151,"Male"
6420,83,168,"Female"
6421,61,179,"Male"
6422,61,173,"Male"
6423,59,257,"Female"
6424,57,187,"Male"
6425,86,168,"Male"
6426,88,137,"Male"
6427,61,152,"Female"
6428,62,170,"Male"
6429,62,202,"Male"
6430,52,166,"Male"
6431,81,231,"Male"
6432,72,159,"Male"
6433,94,216,"Female"
6434,90,180,"Female"
6435,66,170,"Female"
6436,82,134,"Male"
6437,73,141,"Female"
6438,47,175,"Female"
6439,75,149,"Female"
6440,67,170,"Male"
6441,60,176,"Female"
6442,42,144,"Female"
6443,72,207,"Female"
6444,66,139,"Male"
6445,79,217,"Male"
6446,64,166,"Male"
6447,62,135,"Female"
6448,64,165,"Female"
6449,58,219,"Female"
6450,62,155,"Male"
6451,79,216,"Male"
6452,72,217,"Female"
6453,72,186,"Male"
6454,54,176,"Female"
6455,48,189,"Male"
6456,89,204,"Male"
6457,66,158,"Male"
6458,65,178,"Male"
6459,37,159,"Female"
6460,65,224,"Male"
6461,75,192,"Female"
6462,68,281,"Male"
6463,52,166,"Female"
6464,69,127,"Female"
6465,66,218,"Male"
6466,66,156,"Female"
6467,74,175,"Female"
6468,81,214,"Female"
6469,70,175,"Male"
6470,57,165,"Male"
6471,61,201,"Female"
6472,91,215,"Male"
6473,85,169,"Female"
6474,54,179,"Female"
6475,63,227,"Male"
6476,59,175,"Female"
6477,73,158,"Male"
6478,66,151,"Male"
6479,56,179,"Female"
6480,70,181,"Female"
6481,79,230,"Male"
6482,62,154,"Male"
6483,68,196,"Male"
6484,78,126,"Female"
6485,82,165,"Male"
6486,54,143,"Male"
6487,45,188,"Male"
6488,61,156,"Male"
6489,65,249,"Female"
6490,83,170,"Male"
6491,72,192,"Female"
6492,79,195,"Female"
6493,72,176,"Female"
6494,68,157,"Female"
6495,73,149,"Female"
6496,82,133,"Male"
6497,80,149,"Female"
6498,68,177,"Male"
6499,62,156,"Male"
6500,92,155,"Female"
6501,112,178,"Male"
6502,85,191,"Male"
6503,70,216,"Male"
6504,70,199,"Male"
6505,79,153,"Male"
6506,71,227,"Female"
6507,53,150,"Female"
6508,72,218,"Female"
6509,75,160,"Female"
6510,78,159,"Male"
6511,75,186,"Female"
6512,54,178,"Female"
6513,63,210,"Female"
6514,63,228,"Male"
6515,61,170,"Male"
6516,74,177,"Female"
6517,79,168,"Male"
6518,88,150,"Female"
6519,66,227,"Female"
6520,63,161,"Female"
6521,65,154,"Male"
6522,58,191,"Male"
6523,75,137,"Male"
6524,65,172,"Male"
6525,85,176,"Male"
6526,48,178,"Male"
6527,79,140,"Male"
6528,92,162,"Male"
6529,73,187,"Female"
6530,71,177,"Male"
6531,54,122,"Male"
6532,64,173,"Female"
6533,69,144,"Female"
6534,72,120,"Male"
6535,66,177,"Male"
6536,80,150,"Female"
6537,94,159,"Male"
6538,51,143,"Female"
6539,74,118,"Male"
6540,81,244,"Female"
6541,76,231,"Female"
6542,87,190,"Female"
6543,79,184,"Male"
6544,74,155,"Female"
6545,56,185,"Female"
6546,78,125,"Female"
6547,64,185,"Female"
6548,93,175,"Male"
6549,67,162,"Female"
6550,71,218,"Female"
6551,54,179,"Male"
6552,67,165,"Female"
6553,103,155,"Male"
6554,54,194,"Female"
6555,57,148,"Female"
6556,67,157,"Male"
6557,70,133,"Female"
6558,78,150,"Female"
6559,59,146,"Female"
6560,86,164,"Female"
6561,86,163,"Male"
6562,61,201,"Male"
6563,60,186,"Female"
6564,88,243,"Male"
6565,58,193,"Female"
6566,70,209,"Female"
6567,60,168,"Female"
6568,70,112,"Male"
6569,91,159,"Male"
6570,82,157,"Female"
6571,46,149,"Female"
6572,47,174,"Female"
6573,77,195,"Male"
6574,52,156,"Female"
6575,82,219,"Female"
6576,71,182,"Male"
6577,86,187,"Female"
6578,62,136,"Female"
6579,41,172,"Female"
6580,66,137,"Female"
6581,88,176,"Female"
6582,68,155,"Female"
6583,91,120,"Female"
6584,70,129,"Male"
6585,39,213,"Male"
6586,57,163,"Female"
6587,59,188,"Male"
6588,67,136,"Female"
6589,66,172,"Female"
6590,62,212,"Male"
6591,65,194,"Female"
6592,91,193,"Male"
6593,72,196,"Male"
6594,71,170,"Female"
6595,72,147,"Male"
6596,91,169,"Male"
6597,82,188,"Male"
6598,94,147,"Female"
6599,97,162,"Female"
6600,75,158,"Female"
6601,75,126,"Female"
6602,74,198,"Female"
6603,72,202,"Female"
6604,60,171,"Male"
6605,75,133,"Female"
6606,70,179,"Female"
6607,79,214,"Female"
6608,72,139,"Male"
6609,54,168,"Male"
6610,46,175,"Female"
6611,83,166,"Male"
6612,77,130,"Female"
6613,74,212,"Male"
6614,88,141,"Male"
6615,89,180,"Male"
6616,75,192,"Female"
6617,47,129,"Male"
6618,76,148,"Female"
6619,65,216,"Male"
6620,52,183,"Female"
6621,74,209,"Female"
6622,73,160,"Male"
6623,72,116,"Female"
6624,75,178,"Female"
6625,64,234,"Male"
6626,78,186,"Female"
6627,54,149,"Male"
6628,61,163,"Female"
6629,75,213,"Female"
6630,82,163,"Female"
6631,55,117,"Female"
6632,77,190,"Male"
6633,98,180,"Female"
6634,88,183,"Male"
6635,60,233,"Female"
6636,64,203,"Male"
6637,71,110,"Male"
6638,56,221,"Female"
6639,66,146,"Male"
6640,58,229,"Male"
6641,69,216,"Male"
6642,89,218,"Female"
6643,34,186,"Female"
6644,83,135,"Male"
6645,73,194,"Female"
6646,86,181,"Male"
6647,73,123,"Male"
6648,62,165,"Male"
6649,62,148,"Female"
6650,52,198,"Female"
6651,74,170,"Male"
6652,80,177,"Female"
6653,63,175,"Male"
6654,66,223,"Male"
6655,73,138,"Female"
6656,53,188,"Male"
6657,76,153,"Male"
6658,90,177,"Male"
6659,57,220,"Male"
6660,69,203,"Female"
6661,76,156,"Male"
6662,80,176,"Female"
6663,60,150,"Male"
6664,68,145,"Male"
6665,88,97,"Female"
6666,64,170,"Female"
6667,62,183,"Male"
6668,88,153,"Male"
6669,67,213,"Female"
6670,73,189,"Female"
6671,46,261,"Female"
6672,77,171,"Female"
6673,62,168,"Female"
6674,64,194,"Female"
6675,73,158,"Male"
6676,64,128,"Male"
6677,89,163,"Female"
6678,68,190,"Female"
6679,76,191,"Male"
6680,78,108,"Male"
6681,73,117,"Female"
6682,89,158,"Female"
6683,45,224,"Female"
6684,56,136,"Female"
6685,64,167,"Female"
6686,63,198,"Female"
6687,82,139,"Female"
6688,60,163,"Male"
6689,65,117,"Male"
6690,61,127,"Male"
6691,63,211,"Female"
6692,47,187,"Male"
6693,79,198,"Female"
6694,79,154,"Male"
6695,68,158,"Female"
6696,41,176,"Male"
6697,73,154,"Male"
6698,73,179,"Female"
6699,92,116,"Female"
6700,74,159,"Male"
6701,77,128,"Male"
6702,85,192,"Female"
6703,73,196,"Female"
6704,56,88,"Female"
6705,67,204,"Female"
6706,58,177,"Male"
6707,72,204,"Female"
6708,57,211,"Female"
6709,55,162,"Male"
6710,35,213,"Female"
6711,84,185,"Male"
6712,76,190,"Female"
6713,63,223,"Female"
6714,72,132,"Male"
6715,105,171,"Female"
6716,80,244,"Male"
6717,63,191,"Female"
6718,59,164,"Female"
6719,66,176,"Female"
6720,86,169,"Female"
6721,77,140,"Female"
6722,65,182,"Male"
6723,65,197,"Male"
6724,93,175,"Female"
6725,88,163,"Female"
6726,98,176,"Male"
6727,74,206,"Male"
6728,58,180,"Female"
6729,64,154,"Male"
6730,71,98,"Female"
6731,59,191,"Female"
6732,96,190,"Male"
6733,89,215,"Female"
6734,52,163,"Female"
6735,85,190,"Male"
6736,45,152,"Female"
6737,83,151,"Female"
6738,96,153,"Male"
6739,83,243,"Female"
6740,83,227,"Male"
6741,78,198,"Male"
6742,94,155,"Male"
6743,89,190,"Male"
6744,81,171,"Female"
6745,49,166,"Male"
6746,78,201,"Male"
6747,66,158,"Male"
6748,67,183,"Male"
6749,77,164,"Female"
6750,56,195,"Female"
6751,62,192,"Female"
6752,94,144,"Male"
6753,70,234,"Male"
6754,77,177,"Female"
6755,63,222,"Male"
6756,83,168,"Male"
6757,82,135,"Male"
6758,85,187,"Male"
6759,65,132,"Female"
6760,80,80,"Female"
6761,90,161,"Female"
6762,79,198,"Male"
6763,85,216,"Male"
6764,47,191,"Male"
6765,67,113,"Female"
6766,82,140,"Female"
6767,88,133,"Female"
6768,56,181,"Male"
6769,99,228,"Female"
6770,58,209,"Male"
6771,78,214,"Female"
6772,62,192,"Female"
6773,71,205,"Female"
6774,85,158,"Female"
6775,71,204,"Female"
6776,77,235,"Male"
6777,74,135,"Female"
6778,51,183,"Male"
6779,107,188,"Female"
6780,90,113,"Female"
6781,55,197,"Female"
6782,83,195,"Male"
6783,54,157,"Male"
6784,55,156,"Male"
6785,50,167,"Male"
6786,81,191,"Female"
6787,70,212,"Female"
6788,76,84,"Male"
6789,63,208,"Male"
6790,79,190,"Female"
6791,73,154,"Female"
6792,53,182,"Female"
6793,86,152,"Female"
6794,56,180,"Male"
6795,69,200,"Female"
6796,73,229,"Male"
6797,59,198,"Male"
6798,80,195,"Male"
6799,88,170,"Female"
6800,72,192,"Male"
6801,83,217,"Female"
6802,45,135,"Male"
6803,57,139,"Male"
6804,79,98,"Female"
6805,72,175,"Male"
6806,87,156,"Male"
6807,62,168,"Male"
6808,88,201,"Male"
6809,75,227,"Male"
6810,101,221,"Male"
6811,72,172,"Male"
6812,67,168,"Female"
6813,88,168,"Female"
6814,51,129,"Male"
6815,65,139,"Male"
6816,37,146,"Male"
6817,72,166,"Male"
6818,17,214,"Male"
6819,74,169,"Female"
6820,74,129,"Female"
6821,57,168,"Male"
6822,58,154,"Male"
6823,77,155,"Male"
6824,64,200,"Female"
6825,68,158,"Male"
6826,73,186,"Female"
6827,72,142,"Female"
6828,80,195,"Male"
6829,64,205,"Male"
6830,78,144,"Female"
6831,83,160,"Male"
6832,79,169,"Female"
6833,64,153,"Male"
6834,65,148,"Female"
6835,74,152,"Male"
6836,88,159,"Female"
6837,81,160,"Male"
6838,73,181,"Female"
6839,78,182,"Female"
6840,92,210,"Female"
6841,93,221,"Female"
6842,87,117,"Male"
6843,59,191,"Female"
6844,65,177,"Female"
6845,68,205,"Female"
6846,61,151,"Female"
6847,77,172,"Male"
6848,61,199,"Male"
6849,52,172,"Female"
6850,50,187,"Female"
6851,74,134,"Male"
6852,58,118,"Female"
6853,72,220,"Male"
6854,52,180,"Female"
6855,86,194,"Female"
6856,93,120,"Male"
6857,51,218,"Female"
6858,69,214,"Male"
6859,67,216,"Female"
6860,90,214,"Female"
6861,49,183,"Female"
6862,72,236,"Female"
6863,67,184,"Female"
6864,72,181,"Female"
6865,64,187,"Male"
6866,73,186,"Female"
6867,71,131,"Female"
6868,73,160,"Female"
6869,61,163,"Male"
6870,55,180,"Female"
6871,80,208,"Male"
6872,64,193,"Female"
6873,72,180,"Male"
6874,74,204,"Female"
6875,69,202,"Female"
6876,93,134,"Female"
6877,86,213,"Male"
6878,97,242,"Male"
6879,46,144,"Female"
6880,52,117,"Female"
6881,63,198,"Female"
6882,72,145,"Male"
6883,58,191,"Female"
6884,67,243,"Female"
6885,78,176,"Female"
6886,36,195,"Female"
6887,74,204,"Male"
6888,88,202,"Male"
6889,66,172,"Female"
6890,67,166,"Male"
6891,48,141,"Male"
6892,95,155,"Male"
6893,79,182,"Male"
6894,46,223,"Female"
6895,63,160,"Female"
6896,78,208,"Male"
6897,72,164,"Female"
6898,62,186,"Female"
6899,62,151,"Male"
6900,65,165,"Female"
6901,74,130,"Female"
6902,46,193,"Female"
6903,63,148,"Female"
6904,85,225,"Female"
6905,73,167,"Male"
6906,79,122,"Male"
6907,74,152,"Male"
6908,75,220,"Male"
6909,60,201,"Female"
6910,87,190,"Male"
6911,78,208,"Female"
6912,54,137,"Male"
6913,52,172,"Female"
6914,49,144,"Female"
6915,71,208,"Male"
6916,92,138,"Male"
6917,73,246,"Male"
6918,58,130,"Female"
6919,81,142,"Female"
6920,87,200,"Female"
6921,72,152,"Female"
6922,86,142,"Male"
6923,60,144,"Female"
6924,70,94,"Female"
6925,89,205,"Male"
6926,73,191,"Male"
6927,55,173,"Female"
6928,85,223,"Male"
6929,82,157,"Male"
6930,55,182,"Female"
6931,64,155,"Female"
6932,48,166,"Male"
6933,56,171,"Male"
6934,63,172,"Male"
6935,99,174,"Male"
6936,73,222,"Female"
6937,55,195,"Female"
6938,56,148,"Female"
6939,74,168,"Female"
6940,91,153,"Female"
6941,54,216,"Male"
6942,66,213,"Male"
6943,63,194,"Female"
6944,54,203,"Male"
6945,72,164,"Female"
6946,57,194,"Male"
6947,69,187,"Male"
6948,108,155,"Female"
6949,81,159,"Male"
6950,50,197,"Female"
6951,81,198,"Female"
6952,85,140,"Male"
6953,52,149,"Female"
6954,65,177,"Female"
6955,81,156,"Female"
6956,75,208,"Male"
6957,82,220,"Female"
6958,79,119,"Female"
6959,92,227,"Male"
6960,83,246,"Male"
6961,85,153,"Male"
6962,57,147,"Male"
6963,40,110,"Female"
6964,75,137,"Male"
6965,70,167,"Male"
6966,77,166,"Female"
6967,58,129,"Female"
6968,82,241,"Female"
6969,49,147,"Male"
6970,62,187,"Male"
6971,89,127,"Male"
6972,55,168,"Female"
6973,75,164,"Male"
6974,71,194,"Female"
6975,80,151,"Male"
6976,86,162,"Female"
6977,90,110,"Male"
6978,84,185,"Female"
6979,93,153,"Female"
6980,94,178,"Female"
6981,36,151,"Male"
6982,73,105,"Female"
6983,76,150,"Female"
6984,81,186,"Female"
6985,97,194,"Male"
6986,59,220,"Male"
6987,71,217,"Female"
6988,86,198,"Female"
6989,85,209,"Female"
6990,73,148,"Female"
6991,68,198,"Female"
6992,71,148,"Female"
6993,91,191,"Female"
6994,79,170,"Female"
6995,32,160,"Female"
6996,74,248,"Male"
6997,62,243,"Male"
6998,63,153,"Female"
6999,44,162,"Female"
7000,80,126,"Male"
7001,56,169,"Female"
7002,48,224,"Male"
7003,86,197,"Male"
7004,67,162,"Female"
7005,61,99,"Male"
7006,110,225,"Female"
7007,72,170,"Female"
7008,68,219,"Female"
7009,60,141,"Male"
7010,40,207,"Female"
7011,69,194,"Male"
7012,58,230,"Male"
7013,55,204,"Male"
7014,61,125,"Male"
7015,65,200,"Female"
7016,74,217,"Female"
7017,59,259,"Male"
7018,73,126,"Female"
7019,84,193,"Female"
7020,58,187,"Male"
7021,103,187,"Male"
7022,63,208,"Female"
7023,54,203,"Female"
7024,65,212,"Male"
7025,30,185,"Female"
7026,62,166,"Female"
7027,66,225,"Male"
7028,74,162,"Female"
7029,70,153,"Female"
7030,68,173,"Male"
7031,90,176,"Female"
